merchant_name,merchant_category,city,state
Starbucks 3925,Cafe,Ahmedabad,Gujarat
D-Mart 3926,Supermarket,Delhi,Delhi
McDonald's 3927,Restaurant,Pune,Maharashtra
MakeMyTrip 3928,Travel,Bengaluru,Karnataka
Apollo Hospital 3929,Hospital,Bengaluru,Karnataka
Meesho 3930,Shopping,Patna,Bihar
Max Hospital 3931,Hospital,Kochi,Kerala
Fortis 3932,Hospital,Ahmedabad,Gujarat
Water Supply 3933,Utilities,Pune,Maharashtra
Big Bazaar 3934,Supermarket,Bengaluru,Karnataka
Goibibo 3935,Travel,Delhi,Delhi
Barista 3936,Cafe,Chandigarh,Punjab
Apollo Hospital 3937,Hospital,Nagpur,Maharashtra
Croma 3938,Electronics,Kochi,Kerala
Goibibo 3939,Travel,Indore,Madhya Pradesh
PVR 3940,Entertainment,Chandigarh,Punjab
Apollo Hospital 3941,Hospital,Jaipur,Rajasthan
Vijay Sales 3942,Electronics,Noida,Uttar Pradesh
INOX 3943,Entertainment,Nagpur,Maharashtra
Croma 3944,Electronics,Chennai,Tamil Nadu
Domino's 3945,Restaurant,Jaipur,Rajasthan
Meesho 3946,Shopping,Kanpur,Uttar Pradesh
MakeMyTrip 3947,Travel,Hyderabad,Telangana
Reliance Fresh 3948,Supermarket,Jaipur,Rajasthan
Lifestyle 3949,Fashion,Ahmedabad,Gujarat
Starbucks 3950,Cafe,Jaipur,Rajasthan
Spencer's 3951,Supermarket,Hyderabad,Telangana
Indian Oil 3952,Fuel,Surat,Gujarat
Goibibo 3953,Travel,Pune,Maharashtra
Medanta 3954,Hospital,Bengaluru,Karnataka
Water Supply 3955,Utilities,Kolkata,West Bengal
Westside 3956,Fashion,Surat,Gujarat
D-Mart 3957,Supermarket,Delhi,Delhi
Westside 3958,Fashion,Kochi,Kerala
Starbucks 3959,Cafe,Ahmedabad,Gujarat
INOX 3960,Entertainment,Surat,Gujarat
Amazon 3961,Shopping,Lucknow,Uttar Pradesh
Starbucks 3962,Cafe,Jaipur,Rajasthan
Max Fashion 3963,Fashion,Kanpur,Uttar Pradesh
Shell 3964,Fuel,Delhi,Delhi
Max Hospital 3965,Hospital,Jaipur,Rajasthan
Starbucks 3966,Cafe,Jaipur,Rajasthan
Gas Agency 3967,Utilities,Kochi,Kerala
McDonald's 3968,Restaurant,Kochi,Kerala
Wellness Forever 3969,Pharmacy,Mumbai,Maharashtra
Medanta 3970,Hospital,Ahmedabad,Gujarat
Domino's 3971,Restaurant,Kanpur,Uttar Pradesh
PVR 3972,Entertainment,Chennai,Tamil Nadu
Electricity Board 3973,Utilities,Bengaluru,Karnataka
Goibibo 3974,Travel,Kochi,Kerala
HP Petrol Pump 3975,Fuel,Gurgaon,Haryana
Croma 3976,Electronics,Jaipur,Rajasthan
MedPlus 3977,Pharmacy,Kochi,Kerala
Apollo Hospital 3978,Hospital,Indore,Madhya Pradesh
Electricity Board 3979,Utilities,Bhopal,Madhya Pradesh
Gas Agency 3980,Utilities,Surat,Gujarat
IRCTC 3981,Travel,Nagpur,Maharashtra
Cafe Coffee Day 3982,Cafe,Surat,Gujarat
Spencer's 3983,Supermarket,Mumbai,Maharashtra
Barista 3984,Cafe,Delhi,Delhi
Water Supply 3985,Utilities,Gurgaon,Haryana
Amazon 3986,Shopping,Nagpur,Maharashtra
Croma 3987,Electronics,Hyderabad,Telangana
Starbucks 3988,Cafe,Chennai,Tamil Nadu
MakeMyTrip 3989,Travel,Indore,Madhya Pradesh
Pantaloons 3990,Fashion,Pune,Maharashtra
Flipkart 3991,Shopping,Bengaluru,Karnataka
Electricity Board 3992,Utilities,Hyderabad,Telangana
Barista 3993,Cafe,Nagpur,Maharashtra
Yatra 3994,Travel,Chennai,Tamil Nadu
Indian Oil 3995,Fuel,Hyderabad,Telangana
Gas Agency 3996,Utilities,Chandigarh,Punjab
Reliance Digital 3997,Electronics,Kochi,Kerala
IRCTC 3998,Travel,Mumbai,Maharashtra
Max Hospital 3999,Hospital,Surat,Gujarat
Max Fashion 4000,Fashion,Gurgaon,Haryana
Croma 4001,Electronics,Gurgaon,Haryana
Electricity Board 4002,Utilities,Lucknow,Uttar Pradesh
BookMyShow 4003,Entertainment,Lucknow,Uttar Pradesh
Max Fashion 4004,Fashion,Gurgaon,Haryana
Croma 4005,Electronics,Mumbai,Maharashtra
Lifestyle 4006,Fashion,Indore,Madhya Pradesh
More 4007,Supermarket,Nagpur,Maharashtra
PVR 4008,Entertainment,Chennai,Tamil Nadu
More 4009,Supermarket,Chandigarh,Punjab
Croma 4010,Electronics,Lucknow,Uttar Pradesh
Croma 4011,Electronics,Chandigarh,Punjab
Zudio 4012,Fashion,Hyderabad,Telangana
Barista 4013,Cafe,Mumbai,Maharashtra
Water Supply 4014,Utilities,Noida,Uttar Pradesh
Lifestyle 4015,Fashion,Indore,Madhya Pradesh
IRCTC 4016,Travel,Indore,Madhya Pradesh
KFC 4017,Restaurant,Gurgaon,Haryana
Apollo Pharmacy 4018,Pharmacy,Delhi,Delhi
Medanta 4019,Hospital,Delhi,Delhi
Wellness Forever 4020,Pharmacy,Mumbai,Maharashtra
Pantaloons 4021,Fashion,Gurgaon,Haryana
Vijay Sales 4022,Electronics,Bhopal,Madhya Pradesh
Barista 4023,Cafe,Kanpur,Uttar Pradesh
Lifestyle 4024,Fashion,Bengaluru,Karnataka
Electricity Board 4025,Utilities,Kanpur,Uttar Pradesh
Max Fashion 4026,Fashion,Ahmedabad,Gujarat
MakeMyTrip 4027,Travel,Nagpur,Maharashtra
HP Petrol Pump 4028,Fuel,Bhopal,Madhya Pradesh
PVR 4029,Entertainment,Hyderabad,Telangana
MedPlus 4030,Pharmacy,Kanpur,Uttar Pradesh
Apollo Pharmacy 4031,Pharmacy,Jaipur,Rajasthan
MakeMyTrip 4032,Travel,Kolkata,West Bengal
D-Mart 4033,Supermarket,Nagpur,Maharashtra
Apollo Hospital 4034,Hospital,Mumbai,Maharashtra
Lifestyle 4035,Fashion,Kochi,Kerala
INOX 4036,Entertainment,Bengaluru,Karnataka
Electricity Board 4037,Utilities,Delhi,Delhi
Max Hospital 4038,Hospital,Bhopal,Madhya Pradesh
Reliance Digital 4039,Electronics,Surat,Gujarat
Spencer's 4040,Supermarket,Chennai,Tamil Nadu
Yatra 4041,Travel,Ahmedabad,Gujarat
Max Hospital 4042,Hospital,Nagpur,Maharashtra
Myntra 4043,Shopping,Lucknow,Uttar Pradesh
Yatra 4044,Travel,Patna,Bihar
BookMyShow 4045,Entertainment,Kochi,Kerala
Myntra 4046,Shopping,Jaipur,Rajasthan
Max Hospital 4047,Hospital,Delhi,Delhi
Westside 4048,Fashion,Surat,Gujarat
D-Mart 4049,Supermarket,Patna,Bihar
MedPlus 4050,Pharmacy,Jaipur,Rajasthan
Max Fashion 4051,Fashion,Ahmedabad,Gujarat
Croma 4052,Electronics,Kochi,Kerala
Max Hospital 4053,Hospital,Gurgaon,Haryana
Max Hospital 4054,Hospital,Bengaluru,Karnataka
Ajio 4055,Shopping,Chandigarh,Punjab
More 4056,Supermarket,Kolkata,West Bengal
Bharat Petroleum 4057,Fuel,Chennai,Tamil Nadu
IRCTC 4058,Travel,Pune,Maharashtra
PVR 4059,Entertainment,Pune,Maharashtra
Medanta 4060,Hospital,Lucknow,Uttar Pradesh
Croma 4061,Electronics,Bengaluru,Karnataka
More 4062,Supermarket,Patna,Bihar
Cafe Coffee Day 4063,Cafe,Gurgaon,Haryana
Water Supply 4064,Utilities,Chennai,Tamil Nadu
INOX 4065,Entertainment,Kolkata,West Bengal
McDonald's 4066,Restaurant,Surat,Gujarat
Zudio 4067,Fashion,Bhopal,Madhya Pradesh
Reliance Fresh 4068,Supermarket,Lucknow,Uttar Pradesh
Croma 4069,Electronics,Bengaluru,Karnataka
Burger King 4070,Restaurant,Mumbai,Maharashtra
INOX 4071,Entertainment,Delhi,Delhi
Water Supply 4072,Utilities,Bengaluru,Karnataka
Apollo Pharmacy 4073,Pharmacy,Bengaluru,Karnataka
Reliance Fresh 4074,Supermarket,Lucknow,Uttar Pradesh
HP Petrol Pump 4075,Fuel,Bengaluru,Karnataka
Vijay Sales 4076,Electronics,Kochi,Kerala
Cafe Coffee Day 4077,Cafe,Delhi,Delhi
Amazon 4078,Shopping,Kolkata,West Bengal
Westside 4079,Fashion,Chennai,Tamil Nadu
Reliance Digital 4080,Electronics,Mumbai,Maharashtra
Myntra 4081,Shopping,Chandigarh,Punjab
Barista 4082,Cafe,Gurgaon,Haryana
Wellness Forever 4083,Pharmacy,Bengaluru,Karnataka
Reliance Fresh 4084,Supermarket,Kolkata,West Bengal
Barista 4085,Cafe,Chandigarh,Punjab
Apollo Pharmacy 4086,Pharmacy,Chandigarh,Punjab
BookMyShow 4087,Entertainment,Kolkata,West Bengal
Fortis 4088,Hospital,Kanpur,Uttar Pradesh
Water Supply 4089,Utilities,Gurgaon,Haryana
Cafe Coffee Day 4090,Cafe,Nagpur,Maharashtra
Apollo Hospital 4091,Hospital,Kanpur,Uttar Pradesh
BookMyShow 4092,Entertainment,Gurgaon,Haryana
Burger King 4093,Restaurant,Chennai,Tamil Nadu
Fortis 4094,Hospital,Ahmedabad,Gujarat
D-Mart 4095,Supermarket,Noida,Uttar Pradesh
Apollo Pharmacy 4096,Pharmacy,Hyderabad,Telangana
Wellness Forever 4097,Pharmacy,Kolkata,West Bengal
PVR 4098,Entertainment,Gurgaon,Haryana
Spencer's 4099,Supermarket,Noida,Uttar Pradesh
Flipkart 4100,Shopping,Kolkata,West Bengal
Domino's 4101,Restaurant,Bengaluru,Karnataka
Water Supply 4102,Utilities,Pune,Maharashtra
Electricity Board 4103,Utilities,Bengaluru,Karnataka
Starbucks 4104,Cafe,Hyderabad,Telangana
Big Bazaar 4105,Supermarket,Lucknow,Uttar Pradesh
Gas Agency 4106,Utilities,Indore,Madhya Pradesh
Goibibo 4107,Travel,Kochi,Kerala
Gas Agency 4108,Utilities,Lucknow,Uttar Pradesh
Water Supply 4109,Utilities,Pune,Maharashtra
Electricity Board 4110,Utilities,Lucknow,Uttar Pradesh
MakeMyTrip 4111,Travel,Chandigarh,Punjab
Wellness Forever 4112,Pharmacy,Noida,Uttar Pradesh
Zudio 4113,Fashion,Lucknow,Uttar Pradesh
Spencer's 4114,Supermarket,Kanpur,Uttar Pradesh
Water Supply 4115,Utilities,Mumbai,Maharashtra
Zudio 4116,Fashion,Chennai,Tamil Nadu
Vijay Sales 4117,Electronics,Bhopal,Madhya Pradesh
Electricity Board 4118,Utilities,Kolkata,West Bengal
Gas Agency 4119,Utilities,Surat,Gujarat
MedPlus 4120,Pharmacy,Chandigarh,Punjab
Apollo Pharmacy 4121,Pharmacy,Bengaluru,Karnataka
PVR 4122,Entertainment,Kochi,Kerala
Indian Oil 4123,Fuel,Lucknow,Uttar Pradesh
BookMyShow 4124,Entertainment,Pune,Maharashtra
Max Hospital 4125,Hospital,Noida,Uttar Pradesh
Spencer's 4126,Supermarket,Bhopal,Madhya Pradesh
Westside 4127,Fashion,Patna,Bihar
KFC 4128,Restaurant,Surat,Gujarat
Electricity Board 4129,Utilities,Lucknow,Uttar Pradesh
More 4130,Supermarket,Mumbai,Maharashtra
McDonald's 4131,Restaurant,Patna,Bihar
Wellness Forever 4132,Pharmacy,Ahmedabad,Gujarat
Reliance Digital 4133,Electronics,Lucknow,Uttar Pradesh
Electricity Board 4134,Utilities,Chennai,Tamil Nadu
HP Petrol Pump 4135,Fuel,Nagpur,Maharashtra
INOX 4136,Entertainment,Patna,Bihar
Flipkart 4137,Shopping,Nagpur,Maharashtra
Yatra 4138,Travel,Bengaluru,Karnataka
Apollo Hospital 4139,Hospital,Jaipur,Rajasthan
Vijay Sales 4140,Electronics,Hyderabad,Telangana
Goibibo 4141,Travel,Hyderabad,Telangana
Big Bazaar 4142,Supermarket,Hyderabad,Telangana
Water Supply 4143,Utilities,Bengaluru,Karnataka
INOX 4144,Entertainment,Kanpur,Uttar Pradesh
Croma 4145,Electronics,Chandigarh,Punjab
INOX 4146,Entertainment,Indore,Madhya Pradesh
Zudio 4147,Fashion,Surat,Gujarat
BookMyShow 4148,Entertainment,Chandigarh,Punjab
Vijay Sales 4149,Electronics,Lucknow,Uttar Pradesh
Pizza Hut 4150,Restaurant,Hyderabad,Telangana
Starbucks 4151,Cafe,Patna,Bihar
HP Petrol Pump 4152,Fuel,Kanpur,Uttar Pradesh
Domino's 4153,Restaurant,Bhopal,Madhya Pradesh
Wellness Forever 4154,Pharmacy,Noida,Uttar Pradesh
Yatra 4155,Travel,Mumbai,Maharashtra
Apollo Pharmacy 4156,Pharmacy,Kanpur,Uttar Pradesh
Electricity Board 4157,Utilities,Indore,Madhya Pradesh
Domino's 4158,Restaurant,Ahmedabad,Gujarat
Reliance Digital 4159,Electronics,Noida,Uttar Pradesh
Reliance Digital 4160,Electronics,Chandigarh,Punjab
Domino's 4161,Restaurant,Nagpur,Maharashtra
Pizza Hut 4162,Restaurant,Lucknow,Uttar Pradesh
Electricity Board 4163,Utilities,Kanpur,Uttar Pradesh
KFC 4164,Restaurant,Surat,Gujarat
Goibibo 4165,Travel,Patna,Bihar
Croma 4166,Electronics,Nagpur,Maharashtra
Amazon 4167,Shopping,Lucknow,Uttar Pradesh
Barista 4168,Cafe,Pune,Maharashtra
Domino's 4169,Restaurant,Nagpur,Maharashtra
Reliance Digital 4170,Electronics,Gurgaon,Haryana
Apollo Pharmacy 4171,Pharmacy,Jaipur,Rajasthan
INOX 4172,Entertainment,Indore,Madhya Pradesh
Pizza Hut 4173,Restaurant,Surat,Gujarat
Fortis 4174,Hospital,Kolkata,West Bengal
Croma 4175,Electronics,Pune,Maharashtra
Max Hospital 4176,Hospital,Chandigarh,Punjab
PVR 4177,Entertainment,Bhopal,Madhya Pradesh
Domino's 4178,Restaurant,Pune,Maharashtra
Max Hospital 4179,Hospital,Chennai,Tamil Nadu
Croma 4180,Electronics,Ahmedabad,Gujarat
Wellness Forever 4181,Pharmacy,Bhopal,Madhya Pradesh
MakeMyTrip 4182,Travel,Noida,Uttar Pradesh
Lifestyle 4183,Fashion,Chandigarh,Punjab
PVR 4184,Entertainment,Pune,Maharashtra
BookMyShow 4185,Entertainment,Jaipur,Rajasthan
Apollo Hospital 4186,Hospital,Delhi,Delhi
D-Mart 4187,Supermarket,Surat,Gujarat
Yatra 4188,Travel,Delhi,Delhi
Ajio 4189,Shopping,Kolkata,West Bengal
Gas Agency 4190,Utilities,Surat,Gujarat
Electricity Board 4191,Utilities,Bengaluru,Karnataka
Myntra 4192,Shopping,Hyderabad,Telangana
Cafe Coffee Day 4193,Cafe,Gurgaon,Haryana
Apollo Pharmacy 4194,Pharmacy,Bengaluru,Karnataka
Pizza Hut 4195,Restaurant,Indore,Madhya Pradesh
McDonald's 4196,Restaurant,Kolkata,West Bengal
Flipkart 4197,Shopping,Patna,Bihar
Domino's 4198,Restaurant,Gurgaon,Haryana
Medanta 4199,Hospital,Mumbai,Maharashtra
Electricity Board 4200,Utilities,Indore,Madhya Pradesh
Wellness Forever 4201,Pharmacy,Kochi,Kerala
MedPlus 4202,Pharmacy,Mumbai,Maharashtra
HP Petrol Pump 4203,Fuel,Noida,Uttar Pradesh
Lifestyle 4204,Fashion,Delhi,Delhi
Ajio 4205,Shopping,Nagpur,Maharashtra
Myntra 4206,Shopping,Hyderabad,Telangana
Indian Oil 4207,Fuel,Noida,Uttar Pradesh
Croma 4208,Electronics,Kochi,Kerala
Water Supply 4209,Utilities,Lucknow,Uttar Pradesh
Wellness Forever 4210,Pharmacy,Hyderabad,Telangana
Reliance Fresh 4211,Supermarket,Chandigarh,Punjab
Yatra 4212,Travel,Kanpur,Uttar Pradesh
BookMyShow 4213,Entertainment,Chandigarh,Punjab
KFC 4214,Restaurant,Hyderabad,Telangana
Myntra 4215,Shopping,Kanpur,Uttar Pradesh
Pizza Hut 4216,Restaurant,Pune,Maharashtra
Starbucks 4217,Cafe,Chennai,Tamil Nadu
MedPlus 4218,Pharmacy,Gurgaon,Haryana
INOX 4219,Entertainment,Nagpur,Maharashtra
Medanta 4220,Hospital,Pune,Maharashtra
Westside 4221,Fashion,Chennai,Tamil Nadu
Medanta 4222,Hospital,Chennai,Tamil Nadu
Pizza Hut 4223,Restaurant,Nagpur,Maharashtra
Vijay Sales 4224,Electronics,Lucknow,Uttar Pradesh
Reliance Digital 4225,Electronics,Nagpur,Maharashtra
Cafe Coffee Day 4226,Cafe,Bhopal,Madhya Pradesh
KFC 4227,Restaurant,Jaipur,Rajasthan
HP Petrol Pump 4228,Fuel,Kolkata,West Bengal
Wellness Forever 4229,Pharmacy,Chennai,Tamil Nadu
Pizza Hut 4230,Restaurant,Noida,Uttar Pradesh
Barista 4231,Cafe,Lucknow,Uttar Pradesh
Reliance Digital 4232,Electronics,Noida,Uttar Pradesh
Reliance Digital 4233,Electronics,Kolkata,West Bengal
Vijay Sales 4234,Electronics,Kochi,Kerala
Croma 4235,Electronics,Delhi,Delhi
Lifestyle 4236,Fashion,Lucknow,Uttar Pradesh
Burger King 4237,Restaurant,Ahmedabad,Gujarat
Max Fashion 4238,Fashion,Indore,Madhya Pradesh
Apollo Pharmacy 4239,Pharmacy,Patna,Bihar
KFC 4240,Restaurant,Patna,Bihar
Shell 4241,Fuel,Noida,Uttar Pradesh
IRCTC 4242,Travel,Surat,Gujarat
Reliance Fresh 4243,Supermarket,Patna,Bihar
Apollo Pharmacy 4244,Pharmacy,Gurgaon,Haryana
Burger King 4245,Restaurant,Kolkata,West Bengal
PVR 4246,Entertainment,Pune,Maharashtra
Spencer's 4247,Supermarket,Ahmedabad,Gujarat
Croma 4248,Electronics,Lucknow,Uttar Pradesh
Gas Agency 4249,Utilities,Chennai,Tamil Nadu
BookMyShow 4250,Entertainment,Delhi,Delhi
PVR 4251,Entertainment,Nagpur,Maharashtra
Cafe Coffee Day 4252,Cafe,Pune,Maharashtra
Spencer's 4253,Supermarket,Indore,Madhya Pradesh
Fortis 4254,Hospital,Kanpur,Uttar Pradesh
Myntra 4255,Shopping,Gurgaon,Haryana
More 4256,Supermarket,Bengaluru,Karnataka
Vijay Sales 4257,Electronics,Bengaluru,Karnataka
Pantaloons 4258,Fashion,Chennai,Tamil Nadu
INOX 4259,Entertainment,Mumbai,Maharashtra
Gas Agency 4260,Utilities,Noida,Uttar Pradesh
Myntra 4261,Shopping,Mumbai,Maharashtra
McDonald's 4262,Restaurant,Ahmedabad,Gujarat
Electricity Board 4263,Utilities,Chandigarh,Punjab
MedPlus 4264,Pharmacy,Jaipur,Rajasthan
Apollo Hospital 4265,Hospital,Jaipur,Rajasthan
MedPlus 4266,Pharmacy,Patna,Bihar
Cafe Coffee Day 4267,Cafe,Noida,Uttar Pradesh
Gas Agency 4268,Utilities,Ahmedabad,Gujarat
BookMyShow 4269,Entertainment,Patna,Bihar
Apollo Pharmacy 4270,Pharmacy,Gurgaon,Haryana
Fortis 4271,Hospital,Noida,Uttar Pradesh
HP Petrol Pump 4272,Fuel,Kolkata,West Bengal
Bharat Petroleum 4273,Fuel,Bhopal,Madhya Pradesh
Goibibo 4274,Travel,Pune,Maharashtra
Vijay Sales 4275,Electronics,Bengaluru,Karnataka
IRCTC 4276,Travel,Kanpur,Uttar Pradesh
D-Mart 4277,Supermarket,Gurgaon,Haryana
BookMyShow 4278,Entertainment,Kanpur,Uttar Pradesh
MakeMyTrip 4279,Travel,Nagpur,Maharashtra
Cafe Coffee Day 4280,Cafe,Chennai,Tamil Nadu
Yatra 4281,Travel,Lucknow,Uttar Pradesh
Max Hospital 4282,Hospital,Lucknow,Uttar Pradesh
Goibibo 4283,Travel,Gurgaon,Haryana
PVR 4284,Entertainment,Patna,Bihar
Reliance Digital 4285,Electronics,Nagpur,Maharashtra
Amazon 4286,Shopping,Indore,Madhya Pradesh
Cafe Coffee Day 4287,Cafe,Nagpur,Maharashtra
Big Bazaar 4288,Supermarket,Nagpur,Maharashtra
Amazon 4289,Shopping,Kolkata,West Bengal
IRCTC 4290,Travel,Jaipur,Rajasthan
INOX 4291,Entertainment,Bhopal,Madhya Pradesh
Fortis 4292,Hospital,Gurgaon,Haryana
Barista 4293,Cafe,Gurgaon,Haryana
BookMyShow 4294,Entertainment,Noida,Uttar Pradesh
Reliance Fresh 4295,Supermarket,Jaipur,Rajasthan
Indian Oil 4296,Fuel,Kolkata,West Bengal
Domino's 4297,Restaurant,Noida,Uttar Pradesh
Goibibo 4298,Travel,Mumbai,Maharashtra
Amazon 4299,Shopping,Chandigarh,Punjab
Electricity Board 4300,Utilities,Patna,Bihar
Lifestyle 4301,Fashion,Bengaluru,Karnataka
PVR 4302,Entertainment,Hyderabad,Telangana
Yatra 4303,Travel,Indore,Madhya Pradesh
Reliance Fresh 4304,Supermarket,Chennai,Tamil Nadu
Vijay Sales 4305,Electronics,Patna,Bihar
Cafe Coffee Day 4306,Cafe,Patna,Bihar
Ajio 4307,Shopping,Ahmedabad,Gujarat
Reliance Fresh 4308,Supermarket,Gurgaon,Haryana
Max Fashion 4309,Fashion,Noida,Uttar Pradesh
MakeMyTrip 4310,Travel,Hyderabad,Telangana
Spencer's 4311,Supermarket,Indore,Madhya Pradesh
Pizza Hut 4312,Restaurant,Jaipur,Rajasthan
Yatra 4313,Travel,Pune,Maharashtra
Wellness Forever 4314,Pharmacy,Kochi,Kerala
Max Hospital 4315,Hospital,Patna,Bihar
PVR 4316,Entertainment,Nagpur,Maharashtra
Gas Agency 4317,Utilities,Ahmedabad,Gujarat
Medanta 4318,Hospital,Patna,Bihar
Apollo Hospital 4319,Hospital,Lucknow,Uttar Pradesh
Starbucks 4320,Cafe,Nagpur,Maharashtra
Apollo Pharmacy 4321,Pharmacy,Chennai,Tamil Nadu
Gas Agency 4322,Utilities,Nagpur,Maharashtra
Yatra 4323,Travel,Chennai,Tamil Nadu
INOX 4324,Entertainment,Ahmedabad,Gujarat
Reliance Digital 4325,Electronics,Nagpur,Maharashtra
Pantaloons 4326,Fashion,Chennai,Tamil Nadu
Ajio 4327,Shopping,Bengaluru,Karnataka
Cafe Coffee Day 4328,Cafe,Bengaluru,Karnataka
Apollo Pharmacy 4329,Pharmacy,Mumbai,Maharashtra
Burger King 4330,Restaurant,Bhopal,Madhya Pradesh
Reliance Digital 4331,Electronics,Kanpur,Uttar Pradesh
Max Fashion 4332,Fashion,Nagpur,Maharashtra
PVR 4333,Entertainment,Mumbai,Maharashtra
Indian Oil 4334,Fuel,Kochi,Kerala
Electricity Board 4335,Utilities,Noida,Uttar Pradesh
Meesho 4336,Shopping,Bengaluru,Karnataka
Electricity Board 4337,Utilities,Kolkata,West Bengal
Medanta 4338,Hospital,Gurgaon,Haryana
D-Mart 4339,Supermarket,Surat,Gujarat
Max Hospital 4340,Hospital,Mumbai,Maharashtra
IRCTC 4341,Travel,Kochi,Kerala
Croma 4342,Electronics,Lucknow,Uttar Pradesh
MedPlus 4343,Pharmacy,Lucknow,Uttar Pradesh
Amazon 4344,Shopping,Patna,Bihar
Domino's 4345,Restaurant,Bengaluru,Karnataka
Vijay Sales 4346,Electronics,Indore,Madhya Pradesh
MedPlus 4347,Pharmacy,Gurgaon,Haryana
Shell 4348,Fuel,Patna,Bihar
Croma 4349,Electronics,Hyderabad,Telangana
Water Supply 4350,Utilities,Bhopal,Madhya Pradesh
KFC 4351,Restaurant,Jaipur,Rajasthan
Max Hospital 4352,Hospital,Pune,Maharashtra
Reliance Fresh 4353,Supermarket,Kolkata,West Bengal
HP Petrol Pump 4354,Fuel,Chennai,Tamil Nadu
BookMyShow 4355,Entertainment,Nagpur,Maharashtra
Fortis 4356,Hospital,Bengaluru,Karnataka
Bharat Petroleum 4357,Fuel,Lucknow,Uttar Pradesh
MedPlus 4358,Pharmacy,Indore,Madhya Pradesh
Myntra 4359,Shopping,Kanpur,Uttar Pradesh
Meesho 4360,Shopping,Hyderabad,Telangana
Reliance Digital 4361,Electronics,Jaipur,Rajasthan
Gas Agency 4362,Utilities,Bhopal,Madhya Pradesh
Cafe Coffee Day 4363,Cafe,Bhopal,Madhya Pradesh
Apollo Pharmacy 4364,Pharmacy,Bengaluru,Karnataka
Apollo Pharmacy 4365,Pharmacy,Bengaluru,Karnataka
Reliance Fresh 4366,Supermarket,Mumbai,Maharashtra
Wellness Forever 4367,Pharmacy,Chandigarh,Punjab
Vijay Sales 4368,Electronics,Kanpur,Uttar Pradesh
Medanta 4369,Hospital,Patna,Bihar
Pizza Hut 4370,Restaurant,Delhi,Delhi
D-Mart 4371,Supermarket,Pune,Maharashtra
Cafe Coffee Day 4372,Cafe,Nagpur,Maharashtra
Starbucks 4373,Cafe,Chennai,Tamil Nadu
McDonald's 4374,Restaurant,Mumbai,Maharashtra
Ajio 4375,Shopping,Kochi,Kerala
Max Hospital 4376,Hospital,Gurgaon,Haryana
Meesho 4377,Shopping,Nagpur,Maharashtra
Burger King 4378,Restaurant,Bhopal,Madhya Pradesh
Bharat Petroleum 4379,Fuel,Noida,Uttar Pradesh
More 4380,Supermarket,Noida,Uttar Pradesh
INOX 4381,Entertainment,Bhopal,Madhya Pradesh
Yatra 4382,Travel,Nagpur,Maharashtra
Myntra 4383,Shopping,Lucknow,Uttar Pradesh
Shell 4384,Fuel,Mumbai,Maharashtra
Goibibo 4385,Travel,Indore,Madhya Pradesh
Medanta 4386,Hospital,Bhopal,Madhya Pradesh
Amazon 4387,Shopping,Jaipur,Rajasthan
Vijay Sales 4388,Electronics,Kanpur,Uttar Pradesh
Reliance Digital 4389,Electronics,Pune,Maharashtra
PVR 4390,Entertainment,Pune,Maharashtra
Vijay Sales 4391,Electronics,Bengaluru,Karnataka
Max Hospital 4392,Hospital,Delhi,Delhi
Water Supply 4393,Utilities,Bhopal,Madhya Pradesh
Water Supply 4394,Utilities,Indore,Madhya Pradesh
Apollo Hospital 4395,Hospital,Nagpur,Maharashtra
Goibibo 4396,Travel,Kanpur,Uttar Pradesh
BookMyShow 4397,Entertainment,Bhopal,Madhya Pradesh
Reliance Fresh 4398,Supermarket,Indore,Madhya Pradesh
Barista 4399,Cafe,Mumbai,Maharashtra
Reliance Digital 4400,Electronics,Kanpur,Uttar Pradesh
Amazon 4401,Shopping,Kolkata,West Bengal
Wellness Forever 4402,Pharmacy,Gurgaon,Haryana
Apollo Hospital 4403,Hospital,Kolkata,West Bengal
Apollo Hospital 4404,Hospital,Jaipur,Rajasthan
Spencer's 4405,Supermarket,Delhi,Delhi
Fortis 4406,Hospital,Noida,Uttar Pradesh
Water Supply 4407,Utilities,Jaipur,Rajasthan
McDonald's 4408,Restaurant,Delhi,Delhi
Starbucks 4409,Cafe,Kolkata,West Bengal
Westside 4410,Fashion,Surat,Gujarat
INOX 4411,Entertainment,Kochi,Kerala
Shell 4412,Fuel,Mumbai,Maharashtra
Vijay Sales 4413,Electronics,Gurgaon,Haryana
Reliance Digital 4414,Electronics,Kanpur,Uttar Pradesh
Spencer's 4415,Supermarket,Kolkata,West Bengal
Big Bazaar 4416,Supermarket,Mumbai,Maharashtra
INOX 4417,Entertainment,Surat,Gujarat
PVR 4418,Entertainment,Hyderabad,Telangana
HP Petrol Pump 4419,Fuel,Bhopal,Madhya Pradesh
D-Mart 4420,Supermarket,Bengaluru,Karnataka
MakeMyTrip 4421,Travel,Delhi,Delhi
McDonald's 4422,Restaurant,Jaipur,Rajasthan
Croma 4423,Electronics,Lucknow,Uttar Pradesh
Fortis 4424,Hospital,Mumbai,Maharashtra
Apollo Pharmacy 4425,Pharmacy,Hyderabad,Telangana
BookMyShow 4426,Entertainment,Kochi,Kerala
Reliance Digital 4427,Electronics,Kanpur,Uttar Pradesh
Lifestyle 4428,Fashion,Hyderabad,Telangana
Pizza Hut 4429,Restaurant,Hyderabad,Telangana
