fraud_id,transaction_id,fraud_type,risk_score,detected_date,investigation_status
3676,217146,Phishing,71,2025-08-09,Closed
3677,84714,Identity Theft,79,2024-12-07,Resolved
3678,422113,Fake Merchant,90,2026-01-17,Resolved
3679,409911,Account Takeover,74,2025-10-16,Resolved
3680,226978,High Value Withdrawal,95,2026-05-06,Resolved
3681,137831,Card Skimming,62,2025-12-15,Closed
3682,254289,Identity Theft,78,2024-08-17,Open
3683,399151,International Fraud,70,2025-12-24,Closed
3684,141380,International Fraud,80,2026-06-16,Resolved
3685,447688,Suspicious Transfer,87,2025-07-26,Open
3686,478958,Duplicate Transaction,87,2025-05-07,Under Investigation
3687,182192,Account Takeover,90,2026-04-02,Open
3688,125367,Account Takeover,62,2025-04-08,Under Investigation
3689,179423,Account Takeover,77,2024-09-20,Under Investigation
3690,402288,High Value Withdrawal,67,2025-03-13,Under Investigation
3691,477091,Suspicious Transfer,69,2026-03-24,Open
3692,436299,International Fraud,70,2026-03-21,Resolved
3693,240397,Suspicious Transfer,78,2024-09-28,Under Investigation
3694,132652,Card Skimming,67,2025-03-07,Resolved
3695,164625,Identity Theft,89,2025-09-10,Under Investigation
3696,434248,Card Skimming,96,2026-06-15,Resolved
3697,324746,High Value Withdrawal,70,2025-09-05,Closed
3698,379436,Duplicate Transaction,93,2025-10-17,Open
3699,47340,Fake Merchant,65,2025-09-08,Resolved
3700,250120,Phishing,91,2025-04-11,Open
3701,171285,Suspicious Transfer,77,2025-11-05,Open
3702,171461,High Value Withdrawal,90,2025-08-18,Closed
3703,10595,Money Laundering,61,2025-08-06,Open
3704,271007,Account Takeover,71,2024-07-03,Under Investigation
3705,361135,International Fraud,78,2025-01-21,Resolved
3706,429038,Money Laundering,95,2025-04-26,Open
3707,82357,Money Laundering,76,2025-07-21,Closed
3708,313799,Account Takeover,68,2025-05-31,Closed
3709,466780,Fake Merchant,97,2025-10-30,Under Investigation
3710,113012,High Value Withdrawal,87,2024-11-23,Resolved
3711,153907,Card Skimming,93,2026-05-17,Under Investigation
3712,277372,Fake Merchant,72,2025-03-28,Under Investigation
3713,106452,Suspicious Transfer,74,2024-12-21,Resolved
3714,244785,Fake Merchant,99,2025-10-17,Closed
3715,407666,Identity Theft,80,2025-08-27,Open
3716,151459,International Fraud,93,2026-01-26,Open
3717,226704,International Fraud,63,2025-06-29,Open
3718,19423,High Value Withdrawal,97,2025-12-25,Under Investigation
3719,189073,Duplicate Transaction,71,2025-08-17,Resolved
3720,418512,Suspicious Transfer,98,2026-03-14,Resolved
3721,27580,Money Laundering,95,2024-12-28,Resolved
3722,300167,Money Laundering,98,2025-06-04,Closed
3723,80980,High Value Withdrawal,60,2025-11-05,Closed
3724,163252,Duplicate Transaction,87,2024-11-20,Resolved
3725,89141,Account Takeover,63,2025-04-06,Resolved
3726,167375,Identity Theft,79,2025-03-06,Resolved
3727,163678,Card Skimming,79,2025-02-18,Resolved
3728,18130,Account Takeover,63,2024-11-12,Under Investigation
3729,484662,International Fraud,92,2024-07-26,Open
3730,20939,Money Laundering,76,2025-10-07,Closed
3731,280627,High Value Withdrawal,68,2025-05-25,Under Investigation
3732,342593,High Value Withdrawal,92,2024-07-18,Closed
3733,12266,Card Skimming,100,2025-08-29,Under Investigation
3734,129277,Money Laundering,75,2024-08-31,Open
3735,224294,Suspicious Transfer,66,2026-05-28,Open
3736,119007,Fake Merchant,97,2025-01-07,Closed
3737,494117,Card Skimming,86,2024-11-13,Open
3738,347000,International Fraud,69,2026-04-17,Closed
3739,179100,Fake Merchant,72,2024-07-24,Open
3740,320184,Phishing,67,2025-12-08,Resolved
3741,363477,Duplicate Transaction,62,2026-05-28,Under Investigation
3742,214415,Suspicious Transfer,81,2025-05-05,Closed
3743,462151,Identity Theft,78,2026-04-15,Closed
3744,277674,Account Takeover,87,2026-06-02,Under Investigation
3745,35425,Card Skimming,68,2025-06-21,Closed
3746,148340,High Value Withdrawal,91,2025-08-11,Under Investigation
3747,54634,Phishing,61,2025-08-24,Resolved
3748,184637,Phishing,69,2025-06-20,Resolved
3749,474067,International Fraud,76,2026-02-19,Under Investigation
3750,356506,Money Laundering,92,2025-02-06,Resolved
3751,227681,Account Takeover,100,2025-06-21,Open
3752,238055,Duplicate Transaction,94,2025-03-24,Under Investigation
3753,455569,High Value Withdrawal,91,2025-11-08,Closed
3754,354748,High Value Withdrawal,61,2025-01-09,Resolved
3755,31826,Identity Theft,74,2026-02-19,Resolved
3756,142511,Money Laundering,72,2026-01-08,Under Investigation
3757,337515,International Fraud,83,2025-03-24,Resolved
3758,163713,Suspicious Transfer,80,2024-10-07,Under Investigation
3759,203123,Duplicate Transaction,91,2025-03-06,Resolved
3760,397996,Fake Merchant,66,2025-10-02,Under Investigation
3761,252800,Account Takeover,86,2025-04-02,Open
3762,242200,Identity Theft,83,2025-03-03,Open
3763,219178,Money Laundering,68,2026-05-24,Open
3764,79358,Phishing,94,2025-05-13,Closed
3765,418493,Duplicate Transaction,82,2026-05-21,Closed
3766,12610,International Fraud,82,2024-07-19,Under Investigation
3767,296176,Card Skimming,74,2026-05-20,Open
3768,393628,High Value Withdrawal,75,2026-03-17,Closed
3769,479942,Account Takeover,99,2026-01-07,Open
3770,98831,Identity Theft,75,2024-08-09,Closed
3771,24614,High Value Withdrawal,62,2025-04-29,Open
3772,444093,Account Takeover,92,2025-07-13,Resolved
3773,211551,Card Skimming,97,2025-03-16,Open
3774,292149,High Value Withdrawal,80,2024-09-26,Under Investigation
3775,71261,Money Laundering,78,2025-12-03,Closed
3776,290918,Money Laundering,87,2026-04-28,Open
3777,223607,Account Takeover,65,2024-08-09,Open
3778,231256,Phishing,83,2025-12-10,Resolved
3779,143756,Money Laundering,87,2025-09-06,Under Investigation
3780,314687,International Fraud,94,2025-04-12,Closed
3781,35517,Account Takeover,81,2025-03-14,Under Investigation
3782,272307,Phishing,83,2024-11-19,Closed
3783,293401,Phishing,76,2025-02-04,Resolved
3784,94973,High Value Withdrawal,77,2025-08-16,Under Investigation
3785,326975,Card Skimming,70,2024-09-04,Under Investigation
3786,260397,Suspicious Transfer,70,2025-10-01,Under Investigation
3787,48887,High Value Withdrawal,82,2025-09-30,Under Investigation
3788,460885,Phishing,73,2026-05-19,Resolved
3789,289261,Money Laundering,76,2025-04-24,Resolved
3790,1589,Duplicate Transaction,86,2025-08-04,Resolved
3791,333626,International Fraud,86,2026-05-06,Open
3792,97907,Duplicate Transaction,79,2025-10-23,Resolved
3793,93012,Fake Merchant,70,2024-10-30,Closed
3794,489872,Fake Merchant,79,2026-01-23,Under Investigation
3795,490232,Phishing,78,2024-11-24,Under Investigation
3796,288221,Phishing,61,2024-11-07,Under Investigation
3797,108242,Card Skimming,79,2026-05-03,Resolved
3798,479827,International Fraud,95,2026-03-05,Closed
3799,12782,Account Takeover,65,2025-11-30,Under Investigation
3800,126674,Card Skimming,62,2024-10-16,Open
3801,114278,Identity Theft,68,2025-12-13,Closed
3802,407227,Duplicate Transaction,70,2025-08-13,Open
3803,361097,Suspicious Transfer,65,2025-02-16,Closed
3804,314062,Card Skimming,84,2025-09-27,Closed
3805,247917,High Value Withdrawal,95,2026-06-06,Resolved
3806,474506,High Value Withdrawal,85,2025-04-20,Resolved
3807,301181,Phishing,93,2024-09-26,Closed
3808,300629,Suspicious Transfer,79,2025-05-11,Closed
3809,416144,Card Skimming,91,2026-03-26,Closed
3810,333396,Duplicate Transaction,88,2026-06-12,Resolved
3811,97148,Duplicate Transaction,85,2025-01-19,Resolved
3812,126428,Money Laundering,73,2025-02-02,Closed
3813,31733,Card Skimming,96,2026-02-25,Closed
3814,85030,Duplicate Transaction,94,2025-06-28,Closed
3815,478884,Fake Merchant,85,2024-08-02,Open
3816,255789,Money Laundering,82,2024-08-13,Resolved
3817,407898,Money Laundering,69,2026-04-06,Open
3818,184978,Identity Theft,82,2025-01-12,Open
3819,118950,High Value Withdrawal,81,2024-10-05,Open
3820,15167,Money Laundering,89,2025-01-21,Closed
3821,369553,Duplicate Transaction,95,2024-08-21,Open
3822,453491,Duplicate Transaction,96,2024-09-10,Closed
3823,382977,International Fraud,95,2026-01-05,Closed
3824,199463,Card Skimming,75,2025-12-30,Resolved
3825,316039,Identity Theft,97,2024-07-25,Open
3826,364397,Duplicate Transaction,84,2026-06-24,Closed
3827,215190,Phishing,74,2025-11-02,Resolved
3828,9432,International Fraud,92,2024-12-08,Open
3829,170778,Suspicious Transfer,92,2024-07-26,Open
3830,58803,Money Laundering,63,2026-01-03,Open
3831,400971,High Value Withdrawal,73,2025-06-20,Closed
3832,436590,Fake Merchant,77,2026-03-03,Open
3833,473847,Account Takeover,62,2024-11-08,Under Investigation
3834,437337,Card Skimming,74,2025-06-02,Closed
3835,6961,Account Takeover,84,2026-03-31,Closed
3836,76862,High Value Withdrawal,74,2026-02-13,Closed
3837,393520,Card Skimming,83,2025-02-01,Resolved
3838,314762,Fake Merchant,99,2025-02-01,Open
3839,333910,High Value Withdrawal,75,2025-09-24,Open
3840,410450,Duplicate Transaction,60,2025-06-25,Closed
3841,326566,Account Takeover,100,2025-01-29,Under Investigation
3842,406117,Phishing,73,2026-03-30,Under Investigation
3843,135179,Fake Merchant,60,2025-05-12,Open
3844,472874,Phishing,97,2025-07-04,Under Investigation
3845,322384,Card Skimming,66,2025-04-15,Closed
3846,376239,Money Laundering,81,2024-07-31,Under Investigation
3847,44588,Money Laundering,93,2026-05-01,Under Investigation
3848,131816,Card Skimming,78,2025-07-31,Under Investigation
3849,280934,Phishing,100,2025-10-18,Resolved
3850,475360,Account Takeover,99,2025-02-28,Closed
3851,438620,Identity Theft,67,2025-10-22,Open
3852,351884,Suspicious Transfer,66,2025-08-15,Resolved
3853,414746,Card Skimming,73,2025-01-14,Closed
3854,32889,High Value Withdrawal,71,2024-10-02,Resolved
3855,323674,International Fraud,74,2025-07-11,Open
3856,496443,Duplicate Transaction,64,2026-01-18,Under Investigation
3857,105395,High Value Withdrawal,88,2026-02-17,Under Investigation
3858,416802,Suspicious Transfer,62,2024-10-20,Under Investigation
3859,318359,Account Takeover,71,2025-04-27,Open
3860,197398,Fake Merchant,92,2025-04-28,Resolved
3861,293114,Suspicious Transfer,84,2026-01-29,Open
3862,235989,Suspicious Transfer,74,2026-02-09,Resolved
3863,169853,High Value Withdrawal,60,2024-08-14,Open
3864,218779,Card Skimming,61,2025-12-31,Open
3865,482782,Account Takeover,91,2024-10-13,Resolved
3866,155629,Duplicate Transaction,94,2025-04-04,Closed
3867,399354,Duplicate Transaction,94,2024-12-09,Open
3868,305627,High Value Withdrawal,84,2024-08-13,Under Investigation
3869,309854,Fake Merchant,66,2024-10-26,Closed
3870,14973,Card Skimming,82,2025-07-27,Resolved
3871,417951,Fake Merchant,73,2024-10-30,Open
3872,351599,Account Takeover,80,2026-04-08,Open
3873,137593,High Value Withdrawal,95,2026-02-05,Resolved
3874,176519,Phishing,86,2024-08-14,Open
3875,10398,Phishing,60,2026-06-22,Resolved
3876,82782,Money Laundering,98,2025-08-05,Open
3877,470252,Phishing,62,2025-01-29,Open
3878,213991,Money Laundering,91,2025-05-07,Under Investigation
3879,433679,Suspicious Transfer,97,2026-01-21,Under Investigation
3880,373148,Suspicious Transfer,61,2025-10-13,Closed
3881,374074,Card Skimming,64,2024-12-24,Under Investigation
3882,478877,Suspicious Transfer,90,2025-12-12,Closed
3883,445946,Duplicate Transaction,90,2025-01-21,Closed
3884,305365,Card Skimming,82,2025-01-19,Resolved
3885,306840,Identity Theft,63,2025-09-26,Closed
3886,434588,Account Takeover,84,2025-11-04,Open
3887,125564,International Fraud,91,2025-02-05,Under Investigation
3888,400436,Duplicate Transaction,93,2025-01-30,Resolved
3889,155274,Fake Merchant,68,2025-04-10,Resolved
3890,380830,Identity Theft,66,2025-11-12,Open
3891,191344,International Fraud,98,2024-08-08,Open
3892,432320,International Fraud,93,2025-04-04,Under Investigation
3893,152042,Identity Theft,73,2025-12-26,Closed
3894,374031,Phishing,90,2024-08-31,Resolved
3895,186713,Identity Theft,97,2024-09-08,Open
3896,476752,Suspicious Transfer,62,2025-03-11,Open
3897,111129,Suspicious Transfer,68,2025-12-24,Closed
3898,317846,Fake Merchant,65,2026-02-07,Closed
3899,213430,Identity Theft,80,2024-10-08,Open
3900,105765,Money Laundering,81,2025-01-01,Open
3901,56739,Money Laundering,75,2024-09-18,Closed
3902,60406,Suspicious Transfer,82,2025-05-04,Under Investigation
3903,329038,Phishing,88,2025-11-28,Open
3904,58118,Money Laundering,75,2026-06-22,Under Investigation
3905,99281,Identity Theft,65,2024-11-04,Open
3906,253448,Account Takeover,76,2026-02-18,Closed
3907,462146,Account Takeover,61,2024-08-14,Closed
3908,485412,Phishing,100,2025-03-03,Open
3909,70082,Account Takeover,64,2025-01-14,Open
3910,293544,Phishing,78,2025-09-30,Open
3911,66134,Identity Theft,93,2026-02-05,Closed
3912,415873,Identity Theft,98,2026-03-19,Under Investigation
3913,218909,International Fraud,60,2025-03-03,Resolved
3914,394960,High Value Withdrawal,100,2026-04-21,Under Investigation
3915,338169,Duplicate Transaction,96,2025-11-01,Resolved
3916,142364,High Value Withdrawal,71,2025-06-19,Under Investigation
3917,450747,Account Takeover,78,2025-01-15,Open
3918,447417,High Value Withdrawal,78,2026-05-31,Closed
3919,196706,Account Takeover,97,2025-07-27,Resolved
3920,415695,High Value Withdrawal,87,2025-06-14,Open
3921,45186,Fake Merchant,75,2025-04-13,Under Investigation
3922,145039,Money Laundering,80,2026-06-14,Closed
3923,478805,Duplicate Transaction,74,2025-11-20,Open
3924,336054,Identity Theft,97,2026-03-22,Resolved
3925,264454,Account Takeover,88,2024-10-13,Under Investigation
3926,471092,Phishing,77,2025-05-16,Under Investigation
3927,175905,Money Laundering,62,2026-04-13,Resolved
3928,353011,International Fraud,84,2025-04-08,Closed
3929,128839,Phishing,63,2026-06-27,Resolved
3930,386192,Card Skimming,88,2025-07-12,Closed
3931,157085,High Value Withdrawal,71,2025-12-23,Closed
3932,118160,Duplicate Transaction,91,2026-05-29,Closed
3933,92699,Account Takeover,92,2025-09-02,Closed
3934,83448,Card Skimming,97,2025-07-24,Resolved
3935,15793,Card Skimming,97,2025-02-14,Open
3936,145808,Account Takeover,75,2026-02-07,Closed
3937,59,Fake Merchant,89,2024-09-04,Closed
3938,78651,Phishing,87,2024-12-26,Resolved
3939,334104,Identity Theft,77,2025-01-17,Closed
3940,4953,High Value Withdrawal,94,2026-01-20,Resolved
3941,484139,Phishing,92,2025-07-03,Open
3942,176951,Money Laundering,92,2025-10-17,Closed
3943,147383,Suspicious Transfer,63,2024-08-01,Closed
3944,390563,Account Takeover,83,2024-09-30,Open
3945,428644,Account Takeover,89,2025-07-09,Under Investigation
3946,204825,Duplicate Transaction,63,2025-04-06,Under Investigation
3947,222151,Money Laundering,98,2025-03-09,Open
3948,136155,Phishing,72,2026-05-30,Closed
3949,328351,Account Takeover,88,2026-06-09,Under Investigation
3950,417791,Identity Theft,61,2026-04-05,Closed
3951,238310,Card Skimming,84,2025-05-29,Resolved
3952,315075,Duplicate Transaction,76,2026-04-16,Open
3953,390087,Fake Merchant,70,2025-10-11,Closed
3954,75346,International Fraud,73,2025-07-14,Under Investigation
3955,401174,Duplicate Transaction,83,2026-03-10,Resolved
3956,317154,International Fraud,93,2025-11-24,Under Investigation
3957,299032,Card Skimming,68,2024-07-30,Open
3958,170536,Duplicate Transaction,70,2025-08-28,Under Investigation
3959,127595,Fake Merchant,86,2025-08-15,Closed
3960,300890,Suspicious Transfer,71,2025-10-11,Closed
3961,286655,Duplicate Transaction,88,2024-09-04,Closed
3962,473909,Suspicious Transfer,79,2026-01-15,Under Investigation
3963,126,Duplicate Transaction,96,2025-11-12,Open
3964,27725,Card Skimming,71,2026-02-18,Under Investigation
3965,95642,Phishing,78,2025-12-31,Resolved
3966,171549,Suspicious Transfer,66,2025-05-08,Closed
3967,202667,Phishing,62,2025-07-16,Closed
3968,398340,Fake Merchant,64,2025-07-27,Resolved
3969,382316,Duplicate Transaction,93,2025-11-21,Open
3970,176745,Duplicate Transaction,90,2024-07-21,Closed
3971,163279,Card Skimming,100,2024-07-09,Resolved
3972,184890,Duplicate Transaction,70,2026-05-02,Open
3973,293379,High Value Withdrawal,67,2026-05-23,Closed
3974,205781,High Value Withdrawal,94,2026-06-14,Resolved
3975,496148,Identity Theft,82,2025-03-11,Resolved
3976,411346,International Fraud,93,2025-10-22,Closed
3977,116808,Suspicious Transfer,72,2025-10-21,Under Investigation
3978,471989,High Value Withdrawal,62,2024-10-03,Open
3979,494497,International Fraud,73,2025-04-11,Under Investigation
3980,391348,Phishing,69,2025-02-26,Resolved
3981,458805,High Value Withdrawal,67,2024-10-15,Open
3982,289982,International Fraud,78,2025-01-10,Resolved
3983,322396,Suspicious Transfer,78,2026-01-16,Closed
3984,118243,High Value Withdrawal,75,2026-06-17,Closed
3985,362252,Money Laundering,90,2026-01-30,Open
3986,479809,Money Laundering,92,2025-10-27,Open
3987,63489,Money Laundering,93,2024-09-21,Closed
3988,467762,Phishing,94,2025-03-09,Under Investigation
3989,483634,Account Takeover,88,2025-08-24,Closed
3990,297919,Account Takeover,91,2024-12-21,Resolved
3991,32103,Duplicate Transaction,63,2025-11-30,Open
3992,104996,Identity Theft,68,2025-09-05,Resolved
3993,237584,Account Takeover,94,2026-05-25,Closed
3994,441766,Card Skimming,93,2025-07-16,Under Investigation
3995,199175,Account Takeover,73,2025-05-08,Open
3996,199144,Suspicious Transfer,93,2026-05-03,Open
3997,76018,Suspicious Transfer,94,2025-07-24,Open
3998,288616,Identity Theft,71,2026-07-01,Closed
3999,95414,Duplicate Transaction,99,2025-03-30,Open
4000,325602,Duplicate Transaction,98,2026-05-09,Resolved
4001,238271,Phishing,92,2025-02-16,Resolved
4002,130095,Identity Theft,95,2026-03-25,Open
4003,179796,Card Skimming,72,2024-11-11,Closed
4004,397597,Card Skimming,80,2025-11-24,Open
4005,85747,High Value Withdrawal,61,2026-03-09,Under Investigation
4006,262574,Suspicious Transfer,72,2025-02-25,Open
4007,344725,Fake Merchant,77,2026-02-23,Closed
4008,147264,International Fraud,80,2025-04-30,Open
4009,194928,Card Skimming,98,2025-10-08,Under Investigation
4010,109386,Card Skimming,89,2024-12-01,Resolved
4011,116809,Duplicate Transaction,84,2024-09-07,Closed
4012,155025,Money Laundering,82,2026-03-20,Under Investigation
4013,481786,Money Laundering,65,2025-01-08,Open
4014,454848,Card Skimming,100,2025-05-27,Resolved
4015,426868,Phishing,69,2026-02-24,Under Investigation
4016,337506,Fake Merchant,78,2024-07-26,Closed
4017,259115,Fake Merchant,86,2025-11-06,Open
4018,131786,Phishing,90,2025-03-23,Under Investigation
4019,280943,Money Laundering,77,2024-10-08,Closed
4020,454237,Fake Merchant,83,2025-10-03,Resolved
4021,358958,High Value Withdrawal,91,2024-08-04,Open
4022,120741,International Fraud,69,2025-04-03,Resolved
4023,315695,International Fraud,99,2025-06-09,Closed
4024,419409,Duplicate Transaction,75,2025-02-07,Closed
4025,199032,Money Laundering,75,2024-12-23,Open
4026,137449,Suspicious Transfer,98,2025-07-13,Open
4027,267707,Duplicate Transaction,88,2025-06-12,Open
4028,111562,Account Takeover,71,2025-11-17,Closed
4029,91722,Card Skimming,68,2026-02-12,Under Investigation
4030,251309,Card Skimming,63,2024-07-13,Under Investigation
4031,64488,High Value Withdrawal,76,2025-06-10,Open
4032,438082,Identity Theft,83,2025-12-17,Open
4033,417396,Phishing,64,2025-09-26,Open
4034,69069,International Fraud,94,2026-03-18,Open
4035,269989,High Value Withdrawal,83,2025-12-25,Open
4036,279716,International Fraud,88,2025-01-28,Closed
4037,433954,High Value Withdrawal,88,2025-03-28,Under Investigation
4038,233780,High Value Withdrawal,88,2024-09-30,Under Investigation
4039,38920,Card Skimming,73,2025-01-27,Open
4040,153114,Suspicious Transfer,88,2025-11-29,Resolved
4041,386417,Account Takeover,75,2025-01-14,Resolved
4042,369946,International Fraud,79,2026-01-22,Resolved
4043,424959,Duplicate Transaction,65,2025-09-02,Under Investigation
4044,245714,Phishing,100,2024-07-31,Open
4045,73907,Money Laundering,77,2024-12-17,Under Investigation
4046,20171,Money Laundering,90,2025-10-30,Closed
4047,41649,Money Laundering,61,2026-05-29,Resolved
4048,40803,Suspicious Transfer,83,2024-10-24,Under Investigation
4049,464975,Fake Merchant,100,2024-07-11,Under Investigation
4050,201821,International Fraud,63,2025-07-04,Closed
4051,84059,Phishing,66,2024-10-23,Resolved
4052,377036,Phishing,98,2025-06-12,Closed
4053,38540,Duplicate Transaction,78,2025-07-08,Open
4054,321872,International Fraud,87,2025-08-13,Under Investigation
4055,166049,High Value Withdrawal,71,2025-12-30,Under Investigation
4056,446459,Phishing,78,2026-07-02,Open
4057,354070,High Value Withdrawal,64,2024-09-22,Under Investigation
4058,116123,International Fraud,97,2024-10-06,Under Investigation
4059,85425,Fake Merchant,67,2025-02-21,Open
4060,269528,Identity Theft,86,2024-10-13,Open
4061,6357,Duplicate Transaction,68,2026-05-04,Under Investigation
4062,270011,Suspicious Transfer,98,2025-02-06,Under Investigation
4063,300804,Card Skimming,98,2024-08-06,Closed
4064,147467,Card Skimming,89,2024-12-25,Under Investigation
4065,215545,Duplicate Transaction,62,2024-11-28,Closed
4066,273367,Suspicious Transfer,62,2026-07-02,Closed
4067,278017,Account Takeover,74,2024-10-10,Under Investigation
4068,322870,International Fraud,60,2025-05-31,Under Investigation
4069,331731,Suspicious Transfer,72,2024-12-21,Resolved
4070,160713,International Fraud,77,2026-06-06,Open
4071,303655,Fake Merchant,78,2024-08-28,Resolved
4072,36180,Fake Merchant,65,2025-02-16,Open
4073,199793,Money Laundering,69,2024-12-04,Under Investigation
4074,140776,High Value Withdrawal,68,2026-06-03,Closed
4075,2029,International Fraud,68,2025-02-24,Open
4076,80063,Card Skimming,86,2025-05-25,Resolved
4077,213465,Duplicate Transaction,97,2024-09-02,Resolved
4078,404141,Money Laundering,79,2025-12-31,Closed
4079,55359,Identity Theft,70,2025-01-18,Resolved
4080,208328,Card Skimming,82,2025-12-10,Under Investigation
4081,281286,High Value Withdrawal,96,2025-12-24,Resolved
4082,355115,International Fraud,69,2025-08-26,Open
4083,413102,Duplicate Transaction,96,2025-02-01,Under Investigation
4084,368483,Account Takeover,84,2025-12-16,Closed
4085,479272,Identity Theft,64,2025-01-11,Closed
4086,131717,High Value Withdrawal,89,2025-02-16,Under Investigation
4087,138568,Card Skimming,98,2025-12-19,Resolved
4088,448653,Account Takeover,95,2024-09-02,Open
4089,166514,Account Takeover,100,2026-03-25,Resolved
4090,22515,Fake Merchant,64,2026-01-04,Open
4091,303616,Suspicious Transfer,97,2024-10-28,Resolved
4092,57852,Identity Theft,95,2026-05-09,Under Investigation
4093,429108,Identity Theft,71,2024-12-19,Closed
4094,261348,Duplicate Transaction,90,2025-03-24,Closed
4095,422429,Phishing,90,2026-03-09,Open
4096,106996,Suspicious Transfer,78,2025-12-05,Resolved
4097,227522,High Value Withdrawal,83,2025-05-04,Closed
4098,260909,International Fraud,69,2025-06-03,Closed
4099,448132,Suspicious Transfer,62,2025-04-23,Closed
4100,206852,Card Skimming,91,2026-03-17,Resolved
4101,467780,Duplicate Transaction,62,2025-03-17,Resolved
4102,280898,High Value Withdrawal,70,2025-04-11,Open
4103,207190,Card Skimming,88,2024-12-17,Resolved
4104,249972,Account Takeover,74,2025-11-17,Under Investigation
4105,292377,High Value Withdrawal,92,2026-03-22,Under Investigation
4106,261346,Money Laundering,67,2026-01-08,Resolved
4107,59303,High Value Withdrawal,90,2026-03-05,Resolved
4108,65874,Suspicious Transfer,89,2026-03-08,Resolved
4109,68002,International Fraud,99,2025-11-17,Resolved
4110,373483,Account Takeover,86,2024-12-19,Under Investigation
4111,307123,Fake Merchant,68,2025-07-27,Open
4112,313694,International Fraud,73,2025-06-04,Resolved
4113,10991,Account Takeover,75,2024-08-22,Resolved
4114,441005,International Fraud,90,2025-07-14,Under Investigation
4115,283851,Duplicate Transaction,72,2026-06-13,Open
4116,120855,Suspicious Transfer,71,2025-10-17,Closed
4117,318716,Account Takeover,92,2025-11-14,Resolved
4118,140555,Money Laundering,89,2025-04-24,Under Investigation
4119,329419,Money Laundering,84,2025-11-17,Open
4120,244150,Card Skimming,94,2025-06-16,Closed
4121,488156,Card Skimming,62,2025-01-06,Under Investigation
4122,311989,Suspicious Transfer,87,2026-06-30,Under Investigation
4123,208109,International Fraud,74,2025-08-19,Under Investigation
4124,145440,High Value Withdrawal,76,2026-01-24,Closed
4125,460338,Identity Theft,65,2025-11-27,Open
4126,125598,Duplicate Transaction,99,2026-02-26,Open
4127,148584,High Value Withdrawal,61,2025-11-19,Resolved
4128,370069,Account Takeover,76,2024-09-28,Open
4129,145033,Duplicate Transaction,93,2025-06-12,Closed
4130,84534,Account Takeover,84,2024-07-28,Closed
4131,279763,Fake Merchant,89,2026-06-19,Under Investigation
4132,396116,Account Takeover,94,2024-07-18,Open
4133,97711,Phishing,77,2025-10-11,Open
4134,355747,Account Takeover,100,2025-11-03,Resolved
4135,200745,Duplicate Transaction,87,2025-05-01,Closed
4136,11774,Suspicious Transfer,100,2025-02-18,Open
4137,385398,Card Skimming,72,2025-11-27,Open
4138,55465,Phishing,88,2024-09-20,Closed
4139,440362,Account Takeover,63,2026-01-03,Resolved
4140,437294,Money Laundering,65,2026-06-11,Resolved
4141,307006,Phishing,63,2025-03-01,Under Investigation
4142,306235,Fake Merchant,93,2025-07-06,Open
4143,176614,Fake Merchant,94,2024-07-31,Closed
4144,74092,Account Takeover,94,2025-12-28,Open
4145,345666,High Value Withdrawal,96,2024-10-02,Under Investigation
4146,62596,Account Takeover,85,2025-11-07,Under Investigation
4147,430879,International Fraud,79,2026-06-11,Resolved
4148,42505,Phishing,67,2024-11-30,Open
4149,281462,Fake Merchant,95,2025-04-10,Open
4150,301279,Money Laundering,61,2025-02-10,Resolved
4151,143972,Phishing,64,2024-09-09,Resolved
4152,383802,Money Laundering,61,2025-06-29,Resolved
4153,442719,International Fraud,77,2025-07-02,Under Investigation
4154,499657,Identity Theft,89,2026-05-30,Resolved
4155,305833,Account Takeover,65,2025-06-13,Closed
4156,447350,International Fraud,84,2024-10-04,Closed
4157,458607,High Value Withdrawal,71,2025-06-30,Resolved
4158,447594,High Value Withdrawal,92,2024-11-09,Under Investigation
4159,325442,International Fraud,100,2025-06-17,Closed
4160,350353,International Fraud,64,2026-06-29,Under Investigation
4161,229735,International Fraud,77,2025-07-24,Resolved
4162,176874,Fake Merchant,86,2026-03-20,Closed
4163,193715,Identity Theft,97,2025-05-03,Resolved
4164,488280,Duplicate Transaction,62,2025-10-26,Under Investigation
4165,305991,Money Laundering,99,2025-03-14,Closed
4166,59797,Suspicious Transfer,95,2024-12-29,Closed
4167,15314,International Fraud,84,2025-06-20,Resolved
4168,422143,Phishing,64,2024-12-03,Closed
4169,25966,Phishing,65,2025-08-29,Under Investigation
4170,455704,Card Skimming,86,2024-12-16,Resolved
4171,302821,Card Skimming,60,2025-11-08,Resolved
4172,438179,Card Skimming,90,2024-10-01,Open
4173,278203,High Value Withdrawal,86,2025-11-18,Open
4174,272369,High Value Withdrawal,67,2025-03-10,Open
4175,411744,Identity Theft,98,2024-11-25,Closed
4176,93355,Card Skimming,91,2024-08-17,Open
4177,479837,Card Skimming,62,2024-08-28,Under Investigation
4178,89016,Fake Merchant,81,2024-09-17,Open
4179,324136,Fake Merchant,77,2025-08-28,Open
4180,232001,Account Takeover,75,2024-08-26,Closed
4181,427115,Suspicious Transfer,84,2025-07-22,Under Investigation
4182,310782,Account Takeover,98,2025-11-24,Closed
4183,439726,Money Laundering,87,2025-07-05,Resolved
4184,358260,Phishing,98,2025-04-01,Closed
4185,57947,Phishing,71,2025-07-08,Resolved
